"Date","Geography","Received","Approved"
"2021-03-02","East Hawaii",26,24
"2021-03-02","West Hawaii",21,19
"2021-03-02","Maui County",42,19
"2021-03-02","Statewide",249,156
"2021-03-03","Oahu",159,86
"2021-03-03","Kauai",12,12
"2021-03-03","East Hawaii",40,18
"2021-03-03","West Hawaii",28,13
"2021-03-03","Maui County",33,20
"2021-03-03","Statewide",272,149
"2021-03-04","Oahu",135,85
"2021-03-04","Kauai",16,6
"2021-03-04","East Hawaii",32,10
"2021-03-04","West Hawaii",19,21
"2021-03-04","Maui County",23,20
"2021-03-04","Statewide",225,142
"2021-03-05","Oahu",158,70
"2021-03-05","Kauai",11,6
"2021-03-05","East Hawaii",26,16
"2021-03-05","West Hawaii",16,8
"2021-03-05","Maui County",37,22
"2021-03-05","Statewide",248,122
"2021-03-07","Oahu",1,
"2021-03-07","Kauai",0,
"2021-03-07","East Hawaii",0,
"2021-03-07","West Hawaii",0,
"2021-03-07","Maui County",0,
"2021-03-07","Statewide",1,
"2021-03-08","Oahu",282,97
"2021-03-08","Kauai",27,14
"2021-03-08","East Hawaii",84,24
"2021-03-08","West Hawaii",40,14
"2021-03-08","Maui County",61,18
"2021-03-08","Statewide",494,167
"2021-03-09","Oahu",132,81
"2021-03-09","Kauai",16,8
"2021-03-09","East Hawaii",48,26
"2021-03-09","West Hawaii",32,10
"2021-03-09","Maui County",30,20
"2021-03-09","Statewide",258,145
"2021-03-10","Oahu",151,103
"2021-03-10","Kauai",13,7
"2021-03-10","East Hawaii",24,22
"2021-03-10","West Hawaii",22,13
"2021-03-10","Maui County",31,21
"2021-03-10","Statewide",241,166
"2021-03-11","Oahu",157,75
"2021-03-11","Kauai",22,4
"2021-03-11","East Hawaii",22,16
"2021-03-11","West Hawaii",23,6
"2021-03-11","Maui County",31,20
"2021-03-11","Statewide",255,121
"2021-03-12","Oahu",137,89
"2021-03-12","Kauai",18,14
"2021-03-12","East Hawaii",26,16
"2021-03-12","West Hawaii",14,11
"2021-03-12","Maui County",38,16
"2021-03-12","Statewide",233,146
"2021-03-15","Oahu",208,80
"2021-03-15","Kauai",25,7
"2021-03-15","East Hawaii",40,22
"2021-03-15","West Hawaii",23,15
"2021-03-15","Maui County",64,19
"2021-03-15","Statewide",360,143
"2021-03-16","Oahu",119,97
"2021-03-16","Kauai",13,9
"2021-03-16","East Hawaii",33,16
"2021-03-16","West Hawaii",18,11
"2021-03-16","Maui County",35,21
"2021-03-16","Statewide",218,154
"2021-03-17","Oahu",120,58
"2021-03-17","Kauai",10,6
"2021-03-17","East Hawaii",22,10
"2021-03-17","West Hawaii",15,13
"2021-03-17","Maui County",34,19
"2021-03-17","Statewide",201,106
"2021-03-18","Oahu",102,65
"2021-03-18","Kauai",4,3
"2021-03-18","East Hawaii",27,17
"2021-03-18","West Hawaii",11,2
"2021-03-18","Maui County",31,14
"2021-03-18","Statewide",175,101
"2021-03-19","Oahu",73,62
"2021-03-19","Kauai",10,7
"2021-03-19","East Hawaii",15,22
"2021-03-19","West Hawaii",14,8
"2021-03-19","Maui County",20,16
"2021-03-19","Statewide",132,115
"2021-03-21","Oahu",0,
"2021-03-21","Kauai",0,
"2021-03-21","East Hawaii",1,
"2021-03-21","West Hawaii",0,
"2021-03-21","Maui County",0,
"2021-03-21","Statewide",1,
"2021-03-22","Oahu",167,91
"2021-03-22","Kauai",17,9
"2021-03-22","East Hawaii",37,25
"2021-03-22","West Hawaii",24,10
"2021-03-22","Maui County",34,20
"2021-03-22","Statewide",279,155
"2021-03-23","Oahu",93,71
"2021-03-23","Kauai",13,5
"2021-03-23","East Hawaii",18,8
"2021-03-23","West Hawaii",6,10
"2021-03-23","Maui County",12,18
"2021-03-23","Statewide",142,112
"2021-03-24","Oahu",65,62
"2021-03-24","Kauai",12,5
"2021-03-24","East Hawaii",14,8
"2021-03-24","West Hawaii",11,4
"2021-03-24","Maui County",12,14
"2021-03-24","Statewide",114,93
"2021-03-25","Oahu",129,61
"2021-03-25","Kauai",8,6
"2021-03-25","East Hawaii",23,16
"2021-03-25","West Hawaii",14,19
"2021-03-25","Maui County",27,11
"2021-03-25","Statewide",201,113
"2021-03-29","Oahu",260,74
"2021-03-29","Kauai",27,10
"2021-03-29","East Hawaii",49,16
"2021-03-29","West Hawaii",37,11
"2021-03-29","Maui County",62,24
"2021-03-29","Statewide",435,135
"2021-03-30","Oahu",112,96
"2021-03-30","Kauai",5,7
"2021-03-30","East Hawaii",23,20
"2021-03-30","West Hawaii",18,11
"2021-03-30","Maui County",27,8
"2021-03-30","Statewide",185,142
"2021-03-31","Oahu",115,63
"2021-03-31","Kauai",10,8
"2021-03-31","East Hawaii",28,12
"2021-03-31","West Hawaii",14,10
"2021-03-31","Maui County",23,21
"2021-03-31","Statewide",190,114
"2021-04-01","Oahu",102,65
"2021-04-01","Kauai",6,7
"2021-04-01","East Hawaii",18,13
"2021-04-01","West Hawaii",17,8
"2021-04-01","Maui County",25,8
"2021-04-01","Statewide",168,101
"2021-04-02","Oahu",1,
"2021-04-02","Kauai",1,
"2021-04-02","East Hawaii",0,
"2021-04-02","West Hawaii",0,
"2021-04-02","Maui County",0,
"2021-04-02","Statewide",2,
"2021-04-05","Oahu",257,78
"2021-04-05","Kauai",25,5
"2021-04-05","East Hawaii",68,20
"2021-04-05","West Hawaii",24,5
"2021-04-05","Maui County",77,15
"2021-04-05","Statewide",451,123
"2021-04-06","Oahu",141,84
"2021-04-06","Kauai",7,10
"2021-04-06","East Hawaii",21,22
"2021-04-06","West Hawaii",12,4
"2021-04-06","Maui County",29,19
"2021-04-06","Statewide",210,139
"2021-04-07","Oahu",127,85
"2021-04-07","Kauai",12,4
"2021-04-07","East Hawaii",25,16
"2021-04-07","West Hawaii",18,11
"2021-04-07","Maui County",20,19
"2021-04-07","Statewide",202,135
"2021-04-08","Oahu",121,57
"2021-04-08","Kauai",12,9
"2021-04-08","East Hawaii",21,14
"2021-04-08","West Hawaii",22,6
"2021-04-08","Maui County",23,11
"2021-04-08","Statewide",199,97
"2021-04-09","Oahu",83,47
"2021-04-09","Kauai",10,3
"2021-04-09","East Hawaii",22,9
"2021-04-09","West Hawaii",6,12
"2021-04-09","Maui County",24,16
"2021-04-09","Statewide",145,87
"2021-04-12","Oahu",179,67
"2021-04-12","Kauai",16,5
"2021-04-12","East Hawaii",50,18
"2021-04-12","West Hawaii",22,9
"2021-04-12","Maui County",34,11
"2021-04-12","Statewide",301,110
"2021-04-13","Oahu",111,77
"2021-04-13","Kauai",7,5
"2021-04-13","East Hawaii",26,13
"2021-04-13","West Hawaii",8,10
"2021-04-13","Maui County",18,15
"2021-04-13","Statewide",170,120
"2021-04-14","Oahu",93,75
"2021-04-14","Kauai",6,2
"2021-04-14","East Hawaii",24,10
"2021-04-14","West Hawaii",14,5
"2021-04-14","Maui County",43,12
"2021-04-14","Statewide",180,104
"2021-04-15","Oahu",100,53
"2021-04-15","Kauai",12,6
"2021-04-15","East Hawaii",18,5
"2021-04-15","West Hawaii",10,4
"2021-04-15","Maui County",21,8
"2021-04-15","Statewide",161,76
"2021-04-16","Oahu",110,47
"2021-04-16","Kauai",8,4
"2021-04-16","East Hawaii",15,19
"2021-04-16","West Hawaii",7,9
"2021-04-16","Maui County",16,9
"2021-04-16","Statewide",156,88
"2021-04-17","Oahu",1,
"2021-04-17","Kauai",0,
"2021-04-17","East Hawaii",0,
"2021-04-17","West Hawaii",0,
"2021-04-17","Maui County",0,
"2021-04-17","Statewide",1,
"2021-04-18","Oahu",1,
"2021-04-18","Kauai",0,
"2021-04-18","East Hawaii",0,
"2021-04-18","West Hawaii",0,
"2021-04-18","Maui County",0,
"2021-04-18","Statewide",1,
"2021-04-19","Oahu",191,81
"2021-04-19","Kauai",12,8
"2021-04-19","East Hawaii",41,20
"2021-04-19","West Hawaii",23,11
"2021-04-19","Maui County",47,23
"2021-04-19","Statewide",314,143
"2021-04-20","Oahu",89,61
"2021-04-20","Kauai",4,9
"2021-04-20","East Hawaii",25,24
"2021-04-20","West Hawaii",12,7
"2021-04-20","Maui County",25,12
"2021-04-20","Statewide",155,113
"2021-04-21","Oahu",92,58
"2021-04-21","Kauai",2,1
"2021-04-21","East Hawaii",20,17
"2021-04-21","West Hawaii",7,1
"2021-04-21","Maui County",25,16
"2021-04-21","Statewide",146,93
"2021-04-22","Oahu",142,59
"2021-04-22","Kauai",7,4
"2021-04-22","East Hawaii",34,10
"2021-04-22","West Hawaii",6,6
"2021-04-22","Maui County",33,11
"2021-04-22","Statewide",222,90
"2021-04-23","Oahu",99,56
"2021-04-23","Kauai",5,4
"2021-04-23","East Hawaii",30,10
"2021-04-23","West Hawaii",5,7
"2021-04-23","Maui County",15,7
"2021-04-23","Statewide",154,84
"2021-04-26","Oahu",150,63
"2021-04-26","Kauai",16,10
"2021-04-26","East Hawaii",42,23
"2021-04-26","West Hawaii",26,10
"2021-04-26","Maui County",49,10
"2021-04-26","Statewide",283,116
"2021-04-27","Oahu",95,44
"2021-04-27","Kauai",5,3
"2021-04-27","East Hawaii",16,19
"2021-04-27","West Hawaii",15,3
"2021-04-27","Maui County",37,14
"2021-04-27","Statewide",168,83
"2021-04-28","Oahu",116,49
"2021-04-28","Kauai",9,7
"2021-04-28","East Hawaii",18,9
"2021-04-28","West Hawaii",12,6
"2021-04-28","Maui County",22,7
"2021-04-28","Statewide",177,78
"2021-04-29","Oahu",132,59
"2021-04-29","Kauai",9,2
"2021-04-29","East Hawaii",16,10
"2021-04-29","West Hawaii",17,2
"2021-04-29","Maui County",28,13
"2021-04-29","Statewide",202,86
"2021-04-30","Oahu",104,38
"2021-04-30","Kauai",6,5
"2021-04-30","East Hawaii",24,11
"2021-04-30","West Hawaii",16,6
"2021-04-30","Maui County",20,12
"2021-04-30","Statewide",170,72
"2021-05-01","Oahu",1,
"2021-05-01","Kauai",0,
"2021-05-01","East Hawaii",2,
"2021-05-01","West Hawaii",0,
"2021-05-01","Maui County",0,
"2021-05-01","Statewide",3,
"2021-05-03","Oahu",225,64
"2021-05-03","Kauai",10,3
"2021-05-03","East Hawaii",42,21
"2021-05-03","West Hawaii",24,11
"2021-05-03","Maui County",50,11
"2021-05-03","Statewide",351,110
"2021-05-04","Oahu",119,67
"2021-05-04","Kauai",9,6
"2021-05-04","East Hawaii",19,12
"2021-05-04","West Hawaii",8,8
"2021-05-04","Maui County",19,17
"2021-05-04","Statewide",174,110
"2021-05-05","Oahu",118,61
"2021-05-05","Kauai",9,4
"2021-05-05","East Hawaii",25,15
"2021-05-05","West Hawaii",13,7
"2021-05-05","Maui County",20,16
"2021-05-05","Statewide",185,103
"2021-05-06","Oahu",111,65
"2021-05-06","Kauai",8,3
"2021-05-06","East Hawaii",30,17
"2021-05-06","West Hawaii",12,5
"2021-05-06","Maui County",24,14
"2021-05-06","Statewide",185,104
"2021-05-07","Oahu",99,43
"2021-05-07","Kauai",14,8
"2021-05-07","East Hawaii",18,18
"2021-05-07","West Hawaii",18,9
"2021-05-07","Maui County",23,11
"2021-05-07","Statewide",172,89
"2021-05-10","Oahu",134,26
"2021-05-10","Kauai",18,3
"2021-05-10","East Hawaii",32,14
"2021-05-10","West Hawaii",21,4
"2021-05-10","Maui County",34,9
"2021-05-10","Statewide",239,56
"2021-05-11","Oahu",131,69
"2021-05-11","Kauai",9,4
"2021-05-11","East Hawaii",21,16
"2021-05-11","West Hawaii",13,6
"2021-05-11","Maui County",18,15
"2021-05-11","Statewide",192,110
"2021-05-12","Oahu",105,61
"2021-05-12","Kauai",13,5
"2021-05-12","East Hawaii",18,12
"2021-05-12","West Hawaii",11,4
"2021-05-12","Maui County",18,12
"2021-05-12","Statewide",165,94
"2021-05-13","Oahu",102,48
"2021-05-13","Kauai",8,4
"2021-05-13","East Hawaii",19,13
"2021-05-13","West Hawaii",13,6
"2021-05-13","Maui County",20,11
"2021-05-13","Statewide",162,82
"2021-05-14","Oahu",89,43
"2021-05-14","Kauai",7,4
"2021-05-14","East Hawaii",17,14
"2021-05-14","West Hawaii",7,6
"2021-05-14","Maui County",20,11
"2021-05-14","Statewide",140,78
"2021-05-17","Oahu",193,71
"2021-05-17","Kauai",19,8
"2021-05-17","East Hawaii",43,20
"2021-05-17","West Hawaii",19,7
"2021-05-17","Maui County",35,14
"2021-05-17","Statewide",309,120
"2021-05-18","Oahu",121,48
"2021-05-18","Kauai",5,3
"2021-05-18","East Hawaii",24,11
"2021-05-18","West Hawaii",13,6
"2021-05-18","Maui County",20,8
"2021-05-18","Statewide",183,76
"2021-05-19","Oahu",122,41
"2021-05-19","Kauai",12,4
"2021-05-19","East Hawaii",27,5
"2021-05-19","West Hawaii",12,8
"2021-05-19","Maui County",27,15
"2021-05-19","Statewide",200,73
"2021-05-20","Oahu",95,41
"2021-05-20","Kauai",16,4
"2021-05-20","East Hawaii",17,12
"2021-05-20","West Hawaii",9,7
"2021-05-20","Maui County",17,8
"2021-05-20","Statewide",154,72
"2021-05-21","Oahu",76,51
"2021-05-21","Kauai",12,5
"2021-05-21","East Hawaii",17,8
"2021-05-21","West Hawaii",10,6
"2021-05-21","Maui County",12,9
"2021-05-21","Statewide",127,79
"2021-05-24","Oahu",179,58
"2021-05-24","Kauai",16,4
"2021-05-24","East Hawaii",37,13
"2021-05-24","West Hawaii",28,4
"2021-05-24","Maui County",28,8
"2021-05-24","Statewide",288,87
"2021-05-25","Oahu",91,45
"2021-05-25","Kauai",8,4
"2021-05-25","East Hawaii",24,8
"2021-05-25","West Hawaii",7,6
"2021-05-25","Maui County",20,9
"2021-05-25","Statewide",150,72
"2021-05-26","Oahu",95,50
"2021-05-26","Kauai",7,5
"2021-05-26","East Hawaii",20,15
"2021-05-26","West Hawaii",9,8
"2021-05-26","Maui County",24,4
"2021-05-26","Statewide",155,82
"2021-05-27","Oahu",95,45
"2021-05-27","Kauai",9,2
"2021-05-27","East Hawaii",13,10
"2021-05-27","West Hawaii",15,7
"2021-05-27","Maui County",17,6
"2021-05-27","Statewide",149,70
"2021-05-28","Oahu",78,49
"2021-05-28","Kauai",5,3
"2021-05-28","East Hawaii",15,7
"2021-05-28","West Hawaii",10,2
"2021-05-28","Maui County",22,7
"2021-05-28","Statewide",130,68
"2021-06-01","Oahu",218,42
"2021-06-01","Kauai",16,1
"2021-06-01","East Hawaii",44,10
"2021-06-01","West Hawaii",37,1
"2021-06-01","Maui County",36,6
"2021-06-01","Statewide",351,60
"2021-06-02","Oahu",109,65
"2021-06-02","Kauai",9,10
"2021-06-02","East Hawaii",20,16
"2021-06-02","West Hawaii",12,7
"2021-06-02","Maui County",27,15
"2021-06-02","Statewide",177,113
"2021-06-03","Oahu",94,57
"2021-06-03","Kauai",10,4
"2021-06-03","East Hawaii",25,11
"2021-06-03","West Hawaii",18,12
"2021-06-03","Maui County",26,12
"2021-06-03","Statewide",173,96
"2021-06-04","Oahu",93,56
"2021-06-04","Kauai",9,8
"2021-06-04","East Hawaii",28,11
"2021-06-04","West Hawaii",6,5
"2021-06-04","Maui County",20,13
"2021-06-04","Statewide",156,93
"2021-06-07","Oahu",227,58
"2021-06-07","Kauai",15,6
"2021-06-07","East Hawaii",36,17
"2021-06-07","West Hawaii",13,6
"2021-06-07","Maui County",32,10
"2021-06-07","Statewide",323,97
"2021-06-08","Oahu",95,77
"2021-06-08","Kauai",7,4
"2021-06-08","East Hawaii",21,16
"2021-06-08","West Hawaii",12,6
"2021-06-08","Maui County",39,23
"2021-06-08","Statewide",174,126
"2021-06-09","Oahu",124,75
"2021-06-09","Kauai",5,3
"2021-06-09","East Hawaii",27,11
"2021-06-09","West Hawaii",3,4
"2021-06-09","Maui County",24,14
"2021-06-09","Statewide",183,107
"2021-06-10","Oahu",124,52
"2021-06-10","Kauai",8,2
"2021-06-10","East Hawaii",22,10
"2021-06-10","West Hawaii",16,7
"2021-06-10","Maui County",21,10
"2021-06-10","Statewide",191,81
"2021-06-14","Oahu",245,37
"2021-06-14","Kauai",23,1
"2021-06-14","East Hawaii",51,18
"2021-06-14","West Hawaii",29,11
"2021-06-14","Maui County",54,9
"2021-06-14","Statewide",402,76
"2021-06-15","Oahu",105,91
"2021-06-15","Kauai",14,6
"2021-06-15","East Hawaii",20,20
"2021-06-15","West Hawaii",9,9
"2021-06-15","Maui County",23,13
"2021-06-15","Statewide",171,139
"2021-06-16","Oahu",100,76
"2021-06-16","Kauai",5,3
"2021-06-16","East Hawaii",16,9
"2021-06-16","West Hawaii",19,8
"2021-06-16","Maui County",18,16
"2021-06-16","Statewide",158,112
"2021-06-17","Oahu",89,135
"2021-06-17","Kauai",5,5
"2021-06-17","East Hawaii",21,21
"2021-06-17","West Hawaii",5,6
"2021-06-17","Maui County",21,15
"2021-06-17","Statewide",141,182
"2021-06-18","Oahu",94,174
"2021-06-18","Kauai",10,9
"2021-06-18","East Hawaii",17,39
"2021-06-18","West Hawaii",10,4
"2021-06-18","Maui County",14,10
"2021-06-18","Statewide",145,236
"2021-06-21","Oahu",180,140
"2021-06-21","Kauai",9,12
"2021-06-21","East Hawaii",29,32
"2021-06-21","West Hawaii",19,18
"2021-06-21","Maui County",27,19
"2021-06-21","Statewide",264,221
"2021-06-22","Oahu",113,270
"2021-06-22","Kauai",12,20
"2021-06-22","East Hawaii",21,71
"2021-06-22","West Hawaii",10,14
"2021-06-22","Maui County",19,37
"2021-06-22","Statewide",175,412
"2021-06-23","Oahu",125,236
"2021-06-23","Kauai",11,20
"2021-06-23","East Hawaii",14,33
"2021-06-23","West Hawaii",8,16
"2021-06-23","Maui County",17,28
"2021-06-23","Statewide",175,333
"2021-06-24","Oahu",117,253
"2021-06-24","Kauai",7,19
"2021-06-24","East Hawaii",16,38
"2021-06-24","West Hawaii",15,24
"2021-06-24","Maui County",25,35
"2021-06-24","Statewide",180,369
"2021-06-25","Oahu",86,232
"2021-06-25","Kauai",8,18
"2021-06-25","East Hawaii",21,48
"2021-06-25","West Hawaii",12,32
"2021-06-25","Maui County",30,54
"2021-06-25","Statewide",157,384
"2021-06-28","Oahu",213,174
"2021-06-28","Kauai",9,21
"2021-06-28","East Hawaii",39,49
"2021-06-28","West Hawaii",18,18
"2021-06-28","Maui County",37,23
"2021-06-28","Statewide",316,285
"2021-06-29","Oahu",108,234
"2021-06-29","Kauai",11,17
"2021-06-29","East Hawaii",29,47
"2021-06-29","West Hawaii",13,25
"2021-06-29","Maui County",24,56
"2021-06-29","Statewide",185,379
"2021-06-30","Oahu",135,180
"2021-06-30","Kauai",7,33
"2021-06-30","East Hawaii",18,46
"2021-06-30","West Hawaii",13,22
"2021-06-30","Maui County",26,29
"2021-06-30","Statewide",199,310
"2021-07-01","Oahu",119,97
"2021-07-01","Kauai",11,15
"2021-07-01","East Hawaii",24,13
"2021-07-01","West Hawaii",11,8
"2021-07-01","Maui County",24,11
"2021-07-01","Statewide",189,144
"2021-07-02","Oahu",62,196
"2021-07-02","Kauai",6,23
"2021-07-02","East Hawaii",9,44
"2021-07-02","West Hawaii",4,27
"2021-07-02","Maui County",3,34
"2021-07-02","Statewide",84,324
"2021-07-04","Oahu",1,
"2021-07-04","Kauai",0,
"2021-07-04","East Hawaii",0,
"2021-07-04","West Hawaii",0,
"2021-07-04","Maui County",0,
"2021-07-04","Statewide",1,
"2021-07-06","Oahu",65,277
"2021-07-06","Kauai",8,23
"2021-07-06","East Hawaii",18,139
"2021-07-06","West Hawaii",8,31
"2021-07-06","Maui County",13,23
"2021-07-06","Statewide",112,493
"2021-07-07","Oahu",180,344
"2021-07-07","Kauai",13,17
"2021-07-07","East Hawaii",36,113
"2021-07-07","West Hawaii",14,30
"2021-07-07","Maui County",51,65
"2021-07-07","Statewide",294,569
"2021-07-08","Oahu",159,300
"2021-07-08","Kauai",6,36
"2021-07-08","East Hawaii",31,120
"2021-07-08","West Hawaii",17,34
"2021-07-08","Maui County",24,62
"2021-07-08","Statewide",237,552
"2021-07-09","Oahu",130,375
"2021-07-09","Kauai",11,14
"2021-07-09","East Hawaii",30,77
"2021-07-09","West Hawaii",19,34
"2021-07-09","Maui County",29,54
"2021-07-09","Statewide",219,554
"2021-07-10","Oahu",29,404
"2021-07-10","Kauai",2,21
"2021-07-10","East Hawaii",4,77
"2021-07-10","West Hawaii",1,34
"2021-07-10","Maui County",7,94
"2021-07-10","Statewide",43,630
"2021-07-12","Oahu",188,204
"2021-07-12","Kauai",22,37
"2021-07-12","East Hawaii",46,54
"2021-07-12","West Hawaii",22,49
"2021-07-12","Maui County",55,41
"2021-07-12","Statewide",333,385
"2021-07-13","Oahu",145,273
"2021-07-13","Kauai",7,27
"2021-07-13","East Hawaii",25,74
"2021-07-13","West Hawaii",17,47
"2021-07-13","Maui County",26,53
"2021-07-13","Statewide",220,474
"2021-07-14","Oahu",125,193
"2021-07-14","Kauai",8,9
"2021-07-14","East Hawaii",17,59
"2021-07-14","West Hawaii",11,29
"2021-07-14","Maui County",34,52
"2021-07-14","Statewide",195,342
"2021-07-15","Oahu",117,198
"2021-07-15","Kauai",8,10
"2021-07-15","East Hawaii",20,46
"2021-07-15","West Hawaii",8,23
"2021-07-15","Maui County",21,33
"2021-07-15","Statewide",174,310
"2021-07-16","Oahu",108,234
"2021-07-16","Kauai",6,28
"2021-07-16","East Hawaii",20,75
"2021-07-16","West Hawaii",10,33
"2021-07-16","Maui County",23,60
"2021-07-16","Statewide",167,430
"2021-07-18","Oahu",0,
"2021-07-18","Kauai",0,
"2021-07-18","East Hawaii",0,
"2021-07-18","West Hawaii",0,
"2021-07-18","Maui County",1,
"2021-07-18","Statewide",1,
"2021-07-19","Oahu",72,174
"2021-07-19","Kauai",3,23
"2021-07-19","East Hawaii",13,46
"2021-07-19","West Hawaii",5,15
"2021-07-19","Maui County",14,38
"2021-07-19","Statewide",107,296
"2021-07-20","Oahu",130,210
"2021-07-20","Kauai",9,24
"2021-07-20","East Hawaii",21,71
"2021-07-20","West Hawaii",17,21
"2021-07-20","Maui County",35,45
"2021-07-20","Statewide",212,371
"2021-07-21","Oahu",111,201
"2021-07-21","Kauai",9,16
"2021-07-21","East Hawaii",24,54
"2021-07-21","West Hawaii",14,24
"2021-07-21","Maui County",32,36
"2021-07-21","Statewide",190,331
"2021-07-22","Oahu",120,229
"2021-07-22","Kauai",9,15
"2021-07-22","East Hawaii",26,78
"2021-07-22","West Hawaii",13,29
"2021-07-22","Maui County",25,55
"2021-07-22","Statewide",193,406
"2021-07-23","Oahu",119,262
"2021-07-23","Kauai",9,21
"2021-07-23","East Hawaii",25,61
"2021-07-23","West Hawaii",20,26
"2021-07-23","Maui County",23,40
"2021-07-23","Statewide",196,410
"2021-07-26","Oahu",238,277
"2021-07-26","Kauai",17,23
"2021-07-26","East Hawaii",42,97
"2021-07-26","West Hawaii",31,39
"2021-07-26","Maui County",50,64
"2021-07-26","Statewide",378,500
"2021-07-27","Oahu",146,328
"2021-07-27","Kauai",7,36
"2021-07-27","East Hawaii",25,86
"2021-07-27","West Hawaii",19,37
"2021-07-27","Maui County",22,56
"2021-07-27","Statewide",219,543
"2021-07-28","Oahu",140,305
"2021-07-28","Kauai",10,15
"2021-07-28","East Hawaii",29,97
"2021-07-28","West Hawaii",23,24
"2021-07-28","Maui County",35,53
"2021-07-28","Statewide",237,494
"2021-07-29","Oahu",138,293
"2021-07-29","Kauai",11,17
"2021-07-29","East Hawaii",25,87
"2021-07-29","West Hawaii",14,24
"2021-07-29","Maui County",26,64
"2021-07-29","Statewide",214,485
"2021-07-30","Oahu",145,261
"2021-07-30","Kauai",8,23
"2021-07-30","East Hawaii",34,51
"2021-07-30","West Hawaii",16,27
"2021-07-30","Maui County",31,46
"2021-07-30","Statewide",234,408
"2021-07-31","Oahu",2,
"2021-07-31","Kauai",1,
"2021-07-31","East Hawaii",0,
"2021-07-31","West Hawaii",0,
"2021-07-31","Maui County",0,
"2021-07-31","Statewide",3,
"2021-08-01","Oahu",15,
"2021-08-01","Kauai",1,
"2021-08-01","East Hawaii",6,
"2021-08-01","West Hawaii",2,
"2021-08-01","Maui County",1,
"2021-08-01","Statewide",25,
"2021-08-02","Oahu",331,250
"2021-08-02","Kauai",42,23
"2021-08-02","East Hawaii",63,59
"2021-08-02","West Hawaii",38,19
"2021-08-02","Maui County",81,25
"2021-08-02","Statewide",555,376
"2021-08-03","Oahu",184,268
"2021-08-03","Kauai",20,25
"2021-08-03","East Hawaii",47,49
"2021-08-03","West Hawaii",18,27
"2021-08-03","Maui County",40,37
"2021-08-03","Statewide",309,406
"2021-08-04","Oahu",227,275
"2021-08-04","Kauai",19,14
"2021-08-04","East Hawaii",50,59
"2021-08-04","West Hawaii",27,26
"2021-08-04","Maui County",39,45
"2021-08-04","Statewide",362,419
"2021-08-05","Oahu",204,237
"2021-08-05","Kauai",20,32
"2021-08-05","East Hawaii",56,50
"2021-08-05","West Hawaii",29,23
"2021-08-05","Maui County",33,24
"2021-08-05","Statewide",342,366
"2021-08-06","Oahu",189,235
"2021-08-06","Kauai",18,15
"2021-08-06","East Hawaii",45,64
"2021-08-06","West Hawaii",19,18
"2021-08-06","Maui County",30,31
"2021-08-06","Statewide",301,363
"2021-08-07","Oahu",26,607
"2021-08-07","Kauai",2,28
"2021-08-07","East Hawaii",3,172
"2021-08-07","West Hawaii",6,59
"2021-08-07","Maui County",4,95
"2021-08-07","Statewide",41,961
"2021-08-09","Oahu",288,514
"2021-08-09","Kauai",30,40
"2021-08-09","East Hawaii",75,127
"2021-08-09","West Hawaii",34,53
"2021-08-09","Maui County",63,77
"2021-08-09","Statewide",490,811
"2021-08-10","Oahu",159,232
"2021-08-10","Kauai",7,50
"2021-08-10","East Hawaii",54,72
"2021-08-10","West Hawaii",19,20
"2021-08-10","Maui County",26,61
"2021-08-10","Statewide",265,435
"2021-08-11","Oahu",186,238
"2021-08-11","Kauai",9,36
"2021-08-11","East Hawaii",33,88
"2021-08-11","West Hawaii",8,34
"2021-08-11","Maui County",48,45
"2021-08-11","Statewide",284,441
"2021-08-12","Oahu",149,204
"2021-08-12","Kauai",10,22
"2021-08-12","East Hawaii",23,71
"2021-08-12","West Hawaii",11,29
"2021-08-12","Maui County",29,46
"2021-08-12","Statewide",222,372
"2021-08-13","Oahu",150,264
"2021-08-13","Kauai",15,28
"2021-08-13","East Hawaii",27,72
"2021-08-13","West Hawaii",18,32
"2021-08-13","Maui County",22,36
"2021-08-13","Statewide",232,432
"2021-08-14","Oahu",0,
"2021-08-14","Kauai",0,
"2021-08-14","East Hawaii",0,
"2021-08-14","West Hawaii",0,
"2021-08-14","Maui County",1,
"2021-08-14","Statewide",1,
"2021-08-16","Oahu",194,252
"2021-08-16","Kauai",18,23
"2021-08-16","East Hawaii",34,47
"2021-08-16","West Hawaii",17,19
"2021-08-16","Maui County",43,48
"2021-08-16","Statewide",306,389
"2021-08-17","Oahu",184,210
"2021-08-17","Kauai",13,44
"2021-08-17","East Hawaii",39,65
"2021-08-17","West Hawaii",19,29
"2021-08-17","Maui County",32,32
"2021-08-17","Statewide",287,380
"2021-08-18","Oahu",190,268
"2021-08-18","Kauai",20,36
"2021-08-18","East Hawaii",25,81
"2021-08-18","West Hawaii",23,25
"2021-08-18","Maui County",29,62
"2021-08-18","Statewide",287,472
"2021-08-19","Oahu",185,329
"2021-08-19","Kauai",15,17
"2021-08-19","East Hawaii",28,118
"2021-08-19","West Hawaii",16,34
"2021-08-19","Maui County",38,60
"2021-08-19","Statewide",282,558
"2021-08-22","Oahu",1,
"2021-08-22","Kauai",0,
"2021-08-22","East Hawaii",0,
"2021-08-22","West Hawaii",0,
"2021-08-22","Maui County",0,
"2021-08-22","Statewide",1,
"2021-08-23","Oahu",440,250
"2021-08-23","Kauai",37,16
"2021-08-23","East Hawaii",68,89
"2021-08-23","West Hawaii",45,31
"2021-08-23","Maui County",79,44
